Year,CPI,Country_Name
1993-09,2.834782,USA_CPI
1993-10,2.954438,USA_CPI
1993-11,3.079577,USA_CPI
1993-12,3.246518,USA_CPI
1994-01,3.465877,USA_CPI
1994-02,3.722352,USA_CPI
1994-03,4.003563,USA_CPI
1994-04,4.27318,USA_CPI
1994-05,4.511968,USA_CPI
1994-06,4.676713,USA_CPI
1994-07,4.745185,USA_CPI
1994-08,4.705639,USA_CPI
1994-09,4.553197,USA_CPI
1994-10,4.291131,USA_CPI
1994-11,3.928879,USA_CPI
1994-12,3.48203,USA_CPI
1995-01,2.98939,USA_CPI
1995-02,2.48264,USA_CPI
1995-03,1.999513,USA_CPI
1995-04,1.597622,USA_CPI
1995-05,1.318909,USA_CPI
1995-06,1.174515,USA_CPI
1995-07,1.136074,USA_CPI
1995-08,1.152861,USA_CPI
1995-09,1.194068,USA_CPI
1995-10,1.267286,USA_CPI
1995-11,1.411248,USA_CPI
1995-12,1.653235,USA_CPI
1996-01,2.012039,USA_CPI
1996-02,2.494899,USA_CPI
1996-03,3.058207,USA_CPI
1996-04,3.610054,USA_CPI
1996-05,4.081014,USA_CPI
1996-06,4.429732,USA_CPI
1996-07,4.658778,USA_CPI
1996-08,4.826533,USA_CPI
1996-09,4.980421,USA_CPI
1996-10,5.125902,USA_CPI
1996-11,5.25618,USA_CPI
1996-12,5.351239,USA_CPI
1997-01,5.407436,USA_CPI
1997-02,5.425305,USA_CPI
1997-03,5.403969,USA_CPI
1997-04,5.376555,USA_CPI
1997-05,5.36007,USA_CPI
1997-06,5.369896,USA_CPI
1997-07,5.404409,USA_CPI
1997-08,5.423704,USA_CPI
1997-09,5.415885,USA_CPI
1997-10,5.37677,USA_CPI
1997-11,5.291342,USA_CPI
1997-12,5.16239,USA_CPI
1998-01,4.999009,USA_CPI
1998-02,4.792997,USA_CPI
1998-03,4.540177,USA_CPI
1998-04,4.242906,USA_CPI
1998-05,3.908804,USA_CPI
1998-06,3.555789,USA_CPI
1998-07,3.227047,USA_CPI
1998-08,2.964144,USA_CPI
1998-09,2.794867,USA_CPI
1998-10,2.753208,USA_CPI
1998-11,2.847906,USA_CPI
1998-12,3.042265,USA_CPI
1999-01,3.292245,USA_CPI
1999-02,3.561154,USA_CPI
1999-03,3.84226,USA_CPI
1999-04,4.136322,USA_CPI
1999-05,4.441543,USA_CPI
1999-06,4.735499,USA_CPI
1999-07,4.989392,USA_CPI
1999-08,5.187407,USA_CPI
1999-09,5.309779,USA_CPI
1999-10,5.328307,USA_CPI
1999-11,5.240347,USA_CPI
1999-12,5.066501,USA_CPI
2000-01,4.806931,USA_CPI
2000-02,4.482737,USA_CPI
2000-03,4.148932,USA_CPI
2000-04,3.816945,USA_CPI
2000-05,3.481421,USA_CPI
2000-06,3.162351,USA_CPI
2000-07,2.856603,USA_CPI
2000-08,2.539772,USA_CPI
2000-09,2.194702,USA_CPI
2000-10,1.796285,USA_CPI
2000-11,1.354748,USA_CPI
2000-12,0.9040433,USA_CPI
2001-01,0.5305441,USA_CPI
2001-02,0.2972899,USA_CPI
2001-03,0.1894085,USA_CPI
2001-04,0.1900526,USA_CPI
2001-05,0.2791809,USA_CPI
2001-06,0.3920275,USA_CPI
2001-07,0.5031167,USA_CPI
2001-08,0.629936,USA_CPI
2001-09,0.8174059,USA_CPI
2001-10,1.155084,USA_CPI
2001-11,1.661348,USA_CPI
2001-12,2.300694,USA_CPI
2002-01,2.956327,USA_CPI
2002-02,3.518187,USA_CPI
2002-03,3.911552,USA_CPI
2002-04,4.084747,USA_CPI
2002-05,4.042584,USA_CPI
2002-06,3.852197,USA_CPI
2002-07,3.59481,USA_CPI
2002-08,3.337767,USA_CPI
2002-09,3.081142,USA_CPI
2002-10,2.791552,USA_CPI
2002-11,2.458423,USA_CPI
2002-12,2.076847,USA_CPI
2003-01,1.68206,USA_CPI
2003-02,1.344951,USA_CPI
2003-03,1.155807,USA_CPI
2003-04,1.198637,USA_CPI
2003-05,1.48813,USA_CPI
2003-06,1.989462,USA_CPI
2003-07,2.635978,USA_CPI
2003-08,3.348097,USA_CPI
2003-09,4.070453,USA_CPI
2003-10,4.738903,USA_CPI
2003-11,5.300188,USA_CPI
2003-12,5.74608,USA_CPI
2004-01,6.08022,USA_CPI
2004-02,6.270825,USA_CPI
2004-03,6.299488,USA_CPI
2004-04,6.151483,USA_CPI
2004-05,5.855768,USA_CPI
2004-06,5.452803,USA_CPI
2004-07,4.966646,USA_CPI
2004-08,4.428038,USA_CPI
2004-09,3.879029,USA_CPI
2004-10,3.36198,USA_CPI
2004-11,2.919696,USA_CPI
2004-12,2.557735,USA_CPI
2005-01,2.255682,USA_CPI
2005-02,2.024141,USA_CPI
2005-03,1.856967,USA_CPI
2005-04,1.77605,USA_CPI
2005-05,1.785683,USA_CPI
2005-06,1.873979,USA_CPI
2005-07,2.009238,USA_CPI
2005-08,2.178032,USA_CPI
2005-09,2.365832,USA_CPI
2005-10,2.563783,USA_CPI
2005-11,2.747066,USA_CPI
2005-12,2.9026,USA_CPI
2006-01,3.036394,USA_CPI
2006-02,3.146004,USA_CPI
2006-03,3.21415,USA_CPI
2006-04,3.19996,USA_CPI
2006-05,3.102164,USA_CPI
2006-06,2.962932,USA_CPI
2006-07,2.827851,USA_CPI
2006-08,2.71554,USA_CPI
2006-09,2.619506,USA_CPI
2006-10,2.509078,USA_CPI
2006-11,2.386998,USA_CPI
2006-12,2.28385,USA_CPI
2007-01,2.218345,USA_CPI
2007-02,2.200883,USA_CPI
2007-03,2.243764,USA_CPI
2007-04,2.339932,USA_CPI
2007-05,2.443018,USA_CPI
2007-06,2.499104,USA_CPI
2007-07,2.471788,USA_CPI
2007-08,2.336499,USA_CPI
2007-09,2.115117,USA_CPI
2007-10,1.849697,USA_CPI
2007-11,1.55947,USA_CPI
2007-12,1.266671,USA_CPI
2008-01,0.9739121,USA_CPI
2008-02,0.6684138,USA_CPI
2008-03,0.3460102,USA_CPI
2008-04,-0.007625485,USA_CPI
2008-05,-0.4049962,USA_CPI
2008-06,-0.8709823,USA_CPI
2008-07,-1.424078,USA_CPI
2008-08,-2.076313,USA_CPI
2008-09,-2.840541,USA_CPI
2008-10,-3.674361,USA_CPI
2008-11,-4.4606,USA_CPI
2008-12,-5.10944,USA_CPI
2009-01,-5.547027,USA_CPI
2009-02,-5.723986,USA_CPI
2009-03,-5.623815,USA_CPI
2009-04,-5.232108,USA_CPI
2009-05,-4.583392,USA_CPI
2009-06,-3.708333,USA_CPI
2009-07,-2.631143,USA_CPI
2009-08,-1.371207,USA_CPI
2009-09,0.03572809,USA_CPI
2009-10,1.517284,USA_CPI
2009-11,2.946462,USA_CPI
2009-12,4.212174,USA_CPI
2010-01,5.211315,USA_CPI
2010-02,5.852809,USA_CPI
2010-03,6.112595,USA_CPI
2010-04,5.98151,USA_CPI
2010-05,5.550394,USA_CPI
2010-06,4.945785,USA_CPI
2010-07,4.309016,USA_CPI
2010-08,3.737962,USA_CPI
2010-09,3.275847,USA_CPI
2010-10,2.924021,USA_CPI
2010-11,2.671403,USA_CPI
2010-12,2.472111,USA_CPI
2011-01,2.30426,USA_CPI
2011-02,2.167172,USA_CPI
2011-03,2.019345,USA_CPI
2011-04,1.87448,USA_CPI
2011-05,1.733216,USA_CPI
2011-06,1.576882,USA_CPI
2011-07,1.388828,USA_CPI
2011-08,1.182173,USA_CPI
2011-09,1.015826,USA_CPI
2011-10,0.9347235,USA_CPI
2011-11,0.9286572,USA_CPI
2011-12,0.9851251,USA_CPI
2012-01,1.070963,USA_CPI
2012-02,1.156083,USA_CPI
2012-03,1.248974,USA_CPI
2012-04,1.356503,USA_CPI
2012-05,1.490975,USA_CPI
2012-06,1.671564,USA_CPI
2012-07,1.90047,USA_CPI
2012-08,2.140787,USA_CPI
2012-09,2.33553,USA_CPI
2012-10,2.424549,USA_CPI
2012-11,2.408724,USA_CPI
2012-12,2.343129,USA_CPI
2013-01,2.297063,USA_CPI
2013-02,2.320093,USA_CPI
2013-03,2.413081,USA_CPI
2013-04,2.587496,USA_CPI
2013-05,2.826607,USA_CPI
2013-06,3.065506,USA_CPI
2013-07,3.239346,USA_CPI
2013-08,3.332979,USA_CPI
2013-09,3.336439,USA_CPI
2013-10,3.286652,USA_CPI
2013-11,3.211088,USA_CPI
2013-12,3.09661,USA_CPI
2014-01,2.955775,USA_CPI
2014-02,2.841147,USA_CPI
2014-03,2.780218,USA_CPI
2014-04,2.737901,USA_CPI
2014-05,2.688708,USA_CPI
2014-06,2.648732,USA_CPI
2014-07,2.625265,USA_CPI
2014-08,2.60842,USA_CPI
2014-09,2.59581,USA_CPI
2014-10,2.573229,USA_CPI
2014-11,2.531479,USA_CPI
2014-12,2.477042,USA_CPI
2015-01,2.405223,USA_CPI
2015-02,2.287622,USA_CPI
2015-03,2.135752,USA_CPI
2015-04,1.973452,USA_CPI
2015-05,1.812122,USA_CPI
2015-06,1.653857,USA_CPI
2015-07,1.480674,USA_CPI
2015-08,1.300112,USA_CPI
2015-09,1.137823,USA_CPI
2015-10,1.0233,USA_CPI
2015-11,0.9498901,USA_CPI
2015-12,0.9171291,USA_CPI
2016-01,0.9270109,USA_CPI
2016-02,0.979575,USA_CPI
2016-03,1.074334,USA_CPI
2016-04,1.187833,USA_CPI
2016-05,1.310734,USA_CPI
2016-06,1.441964,USA_CPI
2016-07,1.623157,USA_CPI
2016-08,1.856921,USA_CPI
2016-09,2.129513,USA_CPI
2016-10,2.410887,USA_CPI
2016-11,2.691757,USA_CPI
2016-12,2.956773,USA_CPI
2017-01,3.170385,USA_CPI
2017-02,3.312197,USA_CPI
2017-03,3.371236,USA_CPI
2017-04,3.383336,USA_CPI
2017-05,3.386225,USA_CPI
2017-06,3.40243,USA_CPI
2017-07,3.419032,USA_CPI
2017-08,3.44848,USA_CPI
2017-09,3.466542,USA_CPI
2017-10,3.465669,USA_CPI
2017-11,3.444017,USA_CPI
2017-12,3.418159,USA_CPI
2018-01,3.420717,USA_CPI
2018-02,3.453482,USA_CPI
2018-03,3.48295,USA_CPI
2018-04,3.487163,USA_CPI
2018-05,3.456986,USA_CPI
2018-06,3.385742,USA_CPI
2018-07,3.269499,USA_CPI
2018-08,3.08412,USA_CPI
2018-09,2.822818,USA_CPI
2018-10,2.493791,USA_CPI
2018-11,2.133306,USA_CPI
2018-12,1.769213,USA_CPI
2019-01,1.423274,USA_CPI
2019-02,1.124018,USA_CPI
2019-03,0.9026826,USA_CPI
2019-04,0.7424966,USA_CPI
2019-05,0.6312168,USA_CPI
2019-06,0.5656632,USA_CPI
2019-07,0.5491444,USA_CPI
2019-08,0.5893546,USA_CPI
2019-09,0.7279139,USA_CPI
2019-10,0.9656195,USA_CPI
2019-11,1.262519,USA_CPI
2019-12,1.56322,USA_CPI
2020-01,1.805964,USA_CPI
2020-02,1.941308,USA_CPI
2020-03,0.6486737,USA_CPI
2020-04,-4.276042,USA_CPI
2020-05,-2.571989,USA_CPI
2020-06,-0.5942292,USA_CPI
2020-07,1.14061,USA_CPI
2020-08,1.925632,USA_CPI
2020-09,2.229727,USA_CPI
2020-10,2.552698,USA_CPI
2020-11,2.880294,USA_CPI
2020-12,3.231697,USA_CPI
2021-01,3.582767,USA_CPI
2021-02,4.007068,USA_CPI
2021-03,5.825692,USA_CPI
2021-04,11.7035,USA_CPI
2021-05,9.956695,USA_CPI
2021-06,7.881036,USA_CPI
2021-07,6.065522,USA_CPI
2021-08,5.231026,USA_CPI
2021-09,4.856073,USA_CPI
2021-10,4.430918,USA_CPI
2021-11,3.981868,USA_CPI
2021-12,3.497458,USA_CPI
2022-01,3.024298,USA_CPI
2022-02,2.511604,USA_CPI
2022-03,1.992837,USA_CPI
2022-04,1.47366,USA_CPI
2022-05,1.094195,USA_CPI
2022-06,0.7771569,USA_CPI
2022-07,0.5566789,USA_CPI
2022-08,0.4191388,USA_CPI
2022-09,0.3167929,USA_CPI
2022-10,0.2333432,USA_CPI
2022-11,0.1739699,USA_CPI
2022-12,0.1692366,USA_CPI
2023-01,0.2264725,USA_CPI
2023-02,0.3414677,USA_CPI
2023-03,0.5368021,USA_CPI
2023-04,0.8340058,USA_CPI
2023-05,1.225782,USA_CPI
2023-06,1.657213,USA_CPI
2023-07,2.043575,USA_CPI
